0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
50.51,39.0,39.0,40.0,35.36,34.94,34.66,33.92,34.39,40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51
39.0,39.0,40.0,35.36,34.94,34.66,33.92,34.39,40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95
39.0,40.0,35.36,34.94,34.66,33.92,34.39,40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18
40.0,35.36,34.94,34.66,33.92,34.39,40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88
35.36,34.94,34.66,33.92,34.39,40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26
34.94,34.66,33.92,34.39,40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4
34.66,33.92,34.39,40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72
33.92,34.39,40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02
34.39,40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81
40.59,47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1
47.43,51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0
51.68,50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58
50.47,47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6
47.38,45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29
45.1,44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0
44.0,39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78
39.0,44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7
44.98,44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69
44.05,46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98
46.48,49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87
49.73,59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46
59.69,63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0
63.5,65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61
65.83,56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71
56.11,40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29
40.26,38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29,37.05
38.62,38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29,37.05,37.07
38.65,33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29,37.05,37.07,37.99
33.31,33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29,37.05,37.07,37.99,35.97
33.68,33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29,37.05,37.07,37.99,35.97,35.54
33.31,32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29,37.05,37.07,37.99,35.97,35.54,35.93
32.52,32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29,37.05,37.07,37.99,35.97,35.54,35.93,38.4
32.99,33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29,37.05,37.07,37.99,35.97,35.54,35.93,38.4,37.02
33.31,36.98,41.93,41.09,40.0,39.94,42.3,40.01,38.9,32.91,34.0,39.34,54.02,49.99,67.15,47.4,46.14,45.68,39.93,43.46,37.15,34.6,34.49,34.6,38.7,56.74,62.02,60.54,59.7,59.57,53.22,51.39,50.35,49.78,48.92,74.2,58.14,108.79,104.94,73.8,54.8,59.85,47.8,39.9,35.07,34.74,35.87,36.74,39.78,59.0,68.88,56.06,65.49,60.0,68.75,82.79,63.17,63.39,64.66,68.7,87.85,155.83,108.86,79.35,65.66,63.19,58.51,54.95,50.18,45.88,45.26,45.4,49.72,70.02,92.81,93.1,85.0,82.58,76.6,72.29,70.0,71.78,64.7,72.69,86.98,134.87,107.46,70.0,58.61,54.71,53.29,37.05,37.07,37.99,35.97,35.54,35.93,38.4,37.02,38.96
